Nº GREVE,DATA ENTRADA,SINDICATO,EMPREGADOR,CAE,NIF,SETOR,DIAS,DURAÇÃO,OBSERVAÇÕES,ANO,MÊS
DSRPN,8-mai-19,SINDICATO DOS TRABALHADORES DA PESCA DO NORTE,"Acuinova - Actividades Piscícolas, S.A.",3210,,Privado,14/05/2019 até 30/06/2019,Trabalho Extraodinario,,2019,5
DSRPN,9-mai-19,STAD,Clece S.A. - Sucursal em Portugal (local da greve no Centro Hospitalar de S. João),81210,,Privado,25/05/2019 até 27/05/2019,Total + de 1 dia,,2019,5
DSRPN,13-mai-19,"STIHTRSN - SINDICATO DOS TRABALHADORES DA INDÚSTRIA DE HOTELARIA, TURISMO, RESTAURANTES E SIMILARES DO NORTE","Pefaco Portugal, S.A. (local de trabalho: Bingo da Boavista)",92000,,Privado,01/06/2019,Total 1 dia,,2019,5
DSRPN,14-mai-19,SITE-NORTE,Fabrica de Papel e cartão da Zarrinha S.A.,17211,,Privado,06/06/2019 A 27/06/2019,Total + de 1 dia,,2019,5
DSRPN,21-mai-19,FECTRANS,"Empresa Berrelhas de Camionagem, Lda. ",49391,,Privado,21/05/2019,Total 1 dia,,2019,5
DSRPN,22-mai-19,SITE-NORTE,"CNB Camac - Companhia Nacional de Borrachas, S.A.",22111,,Privado,31/05/2019,Por tempo indeterminado,DESCONVOCADA,2019,5
DSRPN,22-mai-19,SITE-NORTE,"Cerisol - Isoladores Cerâmicos, S.A.",23430,,Privado,01/06/2019 até 30/06/2019,Total + de 1 dia,DESCONVOCADA,2019,5
DSRPN,22-mai-19,SITE-NORTE,"Sociedade de Construções Soares da Costa, S.A.",41200,,Privado,01/06/2019 até 30/06/2019,Total + de 1 dia,,2019,5
DSRPN,22-mai-19,CESP,"Pingo Doce - Distribuição Alimentar, S. A.",47111,,Privado,01/06/2019,Total 1 dia,,2019,5
DSRPN,22-mai-19,FNSTFPS,CNIS - Confederação Nacional das Instituições de Solidariedade,87301,,Privado,07/06/2019,Total 1 dia,,2019,5
DSRPN,23-mai-19,SINDICATO NACIONAL DOS TÉCNICOS SUPERIORES DE SAÚDE DAS ÁREAS DE DIAGNÓSTICO E TERAPÊUTICA / SINDITE / SINTAP / SFP - SINDICATO DE FISIOTERAPEUTAS PORTUGUESES,"Escala Braga - Sociedade Gestora do Estabelecimento, S.A. ",86100,,Privado,07 e 14/06/2019,Total + de 1 dia,,2019,5
DSRPN,23-mai-19,SNTCT,"CTT - Correios de Portugal, S.A. - Trabalhadores da CDP 3800 de Aveiro",53100,,Privado,"06,07 e 11/06/2019",Total + de 1 dia,,2019,5
DSRPN,29-mai-19,SINPICVAT,"Sousa Machado, Unipessoal, Lda.",14131,,Privado,11/06/2019,Por tempo indeterminado,,2019,5
DSRPN,30-mai-19,SITE-NORTE,"Auto-Sueco Portugal - Veículos Pesados, S.A.",45190 - 45310,,Privado,26/06/2019,Parcial + de 1 dia,,2019,5
DSRPN,30-mai-19,STAD,"JMS - Serviços de Logística, A.C.E (local de trabalho: Hospital da CUF e o Instituto CUF)",82990,,Privado,20 e 24/06/2019,Total + de 1 dia,,2019,5
DSRPN,30-mai-19,SNTCT,"CTT - Correios de Portugal, S.A. - Trabalhadores da CDP 3000 de Coimbra",53100,,Privado,17 a 19/06/2019,Parcial + de 1 dia,,2019,5
486,03-Jun-19,SIESI,"RANDSTAD II - PRESTAÇÃO DE SERVIÇOS, LDA",78300,,Privado,"DAS 0H00 DIA 18/06 ÀS 01H00 DIA 19/06/2019 E 
DAS 0H00 DIA 24/06 ÀS 01H00 DIA 25/06/2019",Total + de 1 dia,,2019,6
488,04-Jun-19,FIEQUIMETAL,INCM - IMPRENSA NACIONAL CASA DA MOEDA,18120,,Setor Empresarial Estado,"11,12 E 14 JUNHO/2019 EM LISBOA E
 12 A 14 JUNHO 2019 EM COIMBRA E PORTO",Total + de 1 dia,,2019,6
489,04-Jun-19,SINDICATO NACIONAL DOS TÉCNICOS SUPERIORES DE SAÚDE DAS ÁREAS DE DIAGNÓSTICO E TERAPÊUTICA;SINDITE;SINTAP;SFP - SINDICATO DE FISIOTERAPEUTAS PORTUGUESES,HOSPITAIS SNS E MISERICORDIAS PORTUGUESAS,"86100
94995",,Setor Empresarial Estado,21/06/2019 00:00,Total 1 dia,DESCONVOCADA,2019,6
490,04-Jun-19,FECTRANS,EMPRESA TRANSPORTADORA DO PAÇO RAPIDO LDA,49410,,Privado,"A PARTIR DE 18/06/2019, DAS 17H ÀS 24H, POR 30 DIAS AUTOMATICAMENTE RENOVAVÉIS",Por tempo indeterminado,,2019,6
491,04-Jun-19,SNTCT,"RANDSTAD RECURSOS HUMANOS, EMPRESA DE TRABALHO TEMPORÁRIO, SA",78200,,Privado,13/06/2019,Total 1 dia,,2019,6
492,04-Jun-19,STAMA,"SPDH - SERVIÇOS PORTUGUESES DE HANDLING, S.A.",52230,,Privado,"A PARTIR DE 06/06/2019, POR TEMPO INDETERMINADO, ÀS TAREFAS NÃO CONFORMES",Por tempo indeterminado,,2019,6
493,04-Jun-19,"STIHTRSA - SINDICATO DOS TRABALHADORES DA INDÚSTRIA DE HOTELARIA, TURISMO, RESTAURANTES E SIMILARES DO ALGARVE",HOTEL FARO,55111,,Privado,19/06/2019,Total 1 dia,,2019,6
496,05-Jun-19,SNPVAC - SINDICATO NACIONAL DO PESSOAL DE VÔO DA AVIAÇÃO CIVIL,SATA INTERNACIONAL/AZORES AIRLINES,51100,,Privado,DE 22/06/2019 A 01/07/2019,Total + de 1 dia,DESCONVOCADA,2019,6
497,06-Jun-19,STAD,OPERANDUS - LIMPEZA PROFISSIONAL LDA,81210,,Privado,24/06/2019,Total 1 dia,,2019,6
498,06-Jun-19,SINTTAV,INCM - IMPRENSA NACIONAL CASA DA MOEDA,18120,,Setor Empresarial Estado,19 E 21/06/2019,Total + de 1 dia,,2019,6
499,07-Jun-19,SINTAB,"SIDUL AÇUCARES, UNIPESSOAL LDA",10810,,Privado,"DE 17/06/2019 A 21/06/2019 , DUAS HORAS POR TURNO",Parcial + de 1 dia,DESCONVOCADA,2019,6
500,07-Jun-19,CESP,"DIA PORTUGAL SUPERMERCADOS, SOCIEDADE UNIPESSOAL, LDA",47111,,Privado,18/06/2019,Total 1 dia,,2019,6
503,07-Jun-19,SINDICATO DA HOTELARIA DO SUL,"EUREST PORTUGAL, LDA - HOSPITAL DE ABRANTES",56290,,Privado,10/06/2019,Total 1 dia,,2019,6
504,07-Jun-16,"STFCMM - SINDICATO DOS TRANSPORTES FLUVIAIS, COSTEIROS, E DA MARINHA MERCANTE",SOFLUSA SA,50102,,Privado,DE 24/06/2019 A 31/12/2019,Trabalho suplementar/Feriado,DESCONVOCADA,2019,6
505,07-Jun-19,SINTAB,"COCA-COLA EUROPEAN PARTNERS PORTUGAL, UNIPESSOAL LDA",11072,,Privado,"DIAS 17,18, 19 E 21 DE JUNHO DE 2019, DUAS HORAS POR TURNO",Parcial + de 1 dia,DESCONVOCADA,2019,6
506,11-Jun-19,SINDICATO DA HOTELARIA DO SUL,"EUREST PORTUGAL, LDA - HOSPITAL DE ABRANTES",56290,,Privado,14/06/2019,Total 1 dia,,2019,6
507,11-Jun-19,FECTRANS;STTM;SINDEM;SITRA;STMETRO,"METROPOLITANO DE LISBOA, EPE",49310,,Privado,"TERÇAS, QUINTAS E SÁBADOS DAS 
05H ÀS 09H-TRAB ÁREA TRACÇÃO 
E das 5h30m às 9h30m-Inspectores e encarregados de tracção - A PARTIR DE 25/06/2019",Parcial + de 1 dia,DESCONVOCADA,2019,6
508,11-Jun-19,STCC - SINDICATO DOS TRABALHADORES DE CALL CENTER,RANDSTAD/EDP EDIFICIO EXPO/PARQUE DAS NAÇÕES,78200,,Privado,DAS 10H00 ÁS 11H00E DAS 18H00 ÁS 19H00 DIA 24/06/2019,Parcial 1 dia,,2019,6
509,12-Jun-19,SNTSF - SINDICATO NACIONAL DOS TRABALHADORES DO SECTOR FERROVIÁRIO,"CP COMBOIOS DE PORTUGAL, EPE",49100,,Setor Empresarial Estado,28/06/2019,Total 1 dia,DESCONVOCADA,2019,6
510,12-Jun-19,SINDICATO NACIONAL DOS TÉCNICOS SUPERIORES DE SAÚDE DAS ÁREAS DE DIAGNÓSTICO E TERAPÊUTICA;SINDITE;SINTAP;SFP - SINDICATO DE FISIOTERAPEUTAS PORTUGUESES,HOSPITAIS SNS E MISERICORDIAS PORTUGUESAS,"86100
94995",,Setor Empresarial Estado,28/06/2019,Total 1 dia,,2019,6
511,12-Jun-19,STFPSSRA,SANTA CASA MISERICÓRDIA DE LISBOA,94995,,Setor Empresarial Estado,26/04/2019,Total 1 dia,,2019,6
512,12-Jun-19,SNTCT,CTT - CORREIOS DE PORTUGAL S.A.,53100,,Privado,DE 01/07/2019 A 31/12/2019 ,Trabalho suplementar/Feriado,,2019,6
517,14-Jun-19,SINTAB,APAPOL,10711,,Privado,21/06/2019,Total 1 dia,,2019,6
518,14-Jun-19,SNTCT,RANDSTAD,78200,,Privado,DE 01/07/2019 A 31/12/2019 ,Trabalho suplementar/Feriado,,2019,6
519,17/06/2019,SITEMAQ,"SOFLUSA SA
(TRABALHADORES MARÍTIMOS)",50102,,Privado,DE 24/06/2019 A 31/12/2019,Trabalho suplementar/Feriado,,2019,6
520,17/06/2019,SINTAP,"HOSPITAIS, EPE",86100,,Setor Empresarial Estado,28/06/2019,Total 1 dia,,2019,6
524,18/06/2019,FEVICCOM,AMORIM ISOLAMENTOS(VENDAS NOVAS),16295,,Privado,26/06/2019,Total 1 dia,,2019,6
525,18/06/2019,FEVICCOM,AMORIM&IRMAOS(EQUIPAR)-CORUCHE,16295,,Privado,26/06/2019,Total 1 dia,,2019,6
526,18/06/2019,FEVICCOM,"AMORIM FLORESTAL,SA(CORUCHE)",16293,,Privado,26/06/2019,Total 1 dia,,2019,6
527,18/06/2019,FEVICCOM,"AMORIM FLORESTAL,SA(salteiros)",16294,,Privado,27/06/2019,Total 1 dia,,2019,6
528,19/06/2019,SITE-CSRA,"JOÃO DE DEUS & FILHOS, SA 
GIGP-EMP. TRAB. TEMPORÁRIO E REC.HUMANOS, LDA","29230
78200",,Privado,DE 01/07/2019 A 05/07/2019,Parcial + de 1 dia,,2019,6
529,19/06/2019,STAMA,"SPDH - SERVIÇOS PORTUGUESES DE HANDLING, S.A.",52230,,Privado,"DE 03/07/2019 A 31/12/2019
(1H30M À ENTRADA E À SAÍDA DE CADA TURNO TRAB., TRABALHO EXTRORDINÁRIO  FERIADOS)",Parcial + de 1 dia,,2019,6
530,19/06/2019,SIM,TODOS OS MÉDICOS A EXERCEREM EM TODOS OS SERVIÇOS E ESTABELECIMENTOS PORTUGUESES,86100,,Setor Empresarial Estado,02/07/2019,Total 1 dia,,2019,6
531,19/06/2019,CESP,EL CORTE INGLÊS,47191,,Privado,TODOS OS FERIADOS ATÉ 31/12/2019,Trabalho suplementar/Feriado,,2019,6
532,19/06/2019,CENA-STE,"OPART - ORGANISMO DE PRODUÇÃO ARTÍSTICA, E.P.E./COMP. NACIONAL BAILADO",90010,,Privado,"DIAS 27 E 28/06/2019 A PARTIR DAS 20H
DIA 29/06/2019 A PARTIR DAS 17H30M
DIA 17/07/2019 A PARTIR DAS 20H30M
DIA 18/07/2019 A PARTIR DAS 18H",Parcial + de 1 dia,,2019,6
536,24/06/2019,FESAHT,AHRESP E OUTROS,55,,Privado,DIA 10 DE JULHO DE 2019,Total 1 dia,,2019,6
538,24/06/2019,SNTCT,"CTT-CORREIOS PORTUGAL, SA",53100,,Privado,DIA 5 DE JULHO DE 2019,Total 1 dia,,2019,6
539,24/06/2019,FEPCES,UMP E MISERICORDIAS ASSOCIADAS,94995,,Privado,DIA 10 DE JULHO DE 2019,Total 1 dia,,2019,6
540,24/06/2019,SINDICATO NACIONAL DOS TÉCNICOS SUPERIORES DE SAÚDE DAS ÁREAS DE DIAGNÓSTICO E TERAPÊUTICA;SINDITE;SFP - SINDICATO DE FISIOTERAPEUTAS PORTUGUESES;SINTAP,TEC.SUP.DIAGNOSTICO E TERAPEUTICA,86100,,Setor Empresarial Estado,DIA 5 DE JULHO DE 2019,Total 1 dia,,2019,6
541,25/06/2019,SPAC,"SATA INTERNACIONAL - AZORES AIRLINES, S.A.",51100,,Privado,"06,07,13 E 14 DE JULHO DE 2019",Total + de 1 dia,,2019,6
542,25/06/2019,"STFCMM - SINDICATO DOS TRANSPORTES FLUVIAIS, COSTEIROS, E DA MARINHA MERCANTE","SOFLUSA, SA",50102,,Setor Empresarial Estado,DE 08/07/2019 A 10/07/2019,Total + de 1 dia,,2019,6
544,26/06/2019,FIEQUIMETAL,"PETROGAL,SA/GALP",19201,,Privado,DIA 10 DE JULHO DE 2019,Total 1 dia,,2019,6
546,26/06/2019,"SINDICATO DOS TRANSPORTES FLUVIAIS, COSTEIROS, E DA MARINHA MERCANTE","DIREÇAO MODO NAVIO,CATEGORIA MESTRE (SOFLUSA)",50102,,Setor Empresarial Estado,DE 06/07/2019 A 31/12/2019,Trabalho suplementar/Feriado,TRABALHO EXTRAORDINARIO,2019,6
547,26/06/2019,FNAM - FEDERAÇÃO NACIONAL DOS MÉDICOS,MEDICOS NO AMBITO ESTATUTARIO SMZN;SMZC;SMZS,86100,,Setor Empresarial Estado,DIA 3 DE JULHO DE 2019,Total 1 dia,,2019,6
548,26/06/2019,FNSTFPS, MISERICORDIAS,94995,,Privado,DIA 10 DE JULHO DE 2019,Total 1 dia,,2019,6
551,27/06/2019,"STIHTRSA - SINDICATO DOS TRABALHADORES DA INDÚSTRIA DE HOTELARIA, TURISMO, RESTAURANTES E SIMILARES DO ALGARVE",SOCIEDADE DO GOLFE DA QUINTA DO LAGO S.A.,93110,,Privado,28/06/2019,Total 1 dia,,2019,6
552,27/06/2019,"STIHTRSA - SINDICATO DOS TRABALHADORES DA INDÚSTRIA DE HOTELARIA, TURISMO, RESTAURANTES E SIMILARES DO ALGARVE",SOCIEDADE DE GESTÃO FINANCEIRA CENTRAL DA OURA LDA,55118,,Privado,29/06/2019,Total 1 dia,,2019,6
553,27/06/2019,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27/06/2019,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27/06/2019,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27/06/2019,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27/06/2019,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27/06/2019,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27/06/2019,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27/06/2019,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27/06/2019,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27/06/2019,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27/06/2019,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27/06/2019,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27/06/2019,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27-Jun-19,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27-Jun-19,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27-Jun-19,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27-Jun-19,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27-Jun-19,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27-Jun-19,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27-Jun-19,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27-Jun-19,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27-Jun-19,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27-Jun-19,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27-Jun-19,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27-Jun-19,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27-Jun-19,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27-Jun-19,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27-Jun-19,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27-Jun-19,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27-Jun-19,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27-Jun-19,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27-Jun-19,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27-Jun-19,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27-Jun-19,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27/06/2019,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27/06/2019,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27/06/2019,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27/06/2019,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27/06/2019,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27/06/2019,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27/06/2019,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27/06/2019,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27/06/2019,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27/06/2019,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27/06/2019,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27/06/2019,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27/06/2019,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27/06/2019,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27/06/2019,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27/06/2019,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27/06/2019,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27/06/2019,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27/06/2019,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
553,27/06/2019,SINTTAV,54 EMPRESAS,82200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
554,27/06/2019,STAL,"AD.PUBLICA, INCLUINDO IPSS",84112/84113,,Setor Empresarial Estado,DIA 10 DE JULHO DE 2019,Total 1 dia,,2019,6
555,27/06/2019,FNSTFPS,"ENTIDADES EMPRESARIAIS PRESTADORAS DE CUIDADOS SAUDE,SNS",86100,,Setor Empresarial Estado,DIA 10 DE JULHO DE 2019,Total 1 dia,,2019,6
556,27/06/2019,SINDEPOR,SIND DEMOCRÁTICO DOS ENFERMEIROS DE PORTUGAL,86100,,Setor Empresarial Estado,DAS 08H DIA 02/07/2019 ÁS 24H DIA 05/07/2019,Total 1 dia,,2019,6
559,27/06/2019,SINTTAV,13 EMPRESAS,78200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
559,27/06/2019,SINTTAV,13 EMPRESAS,78200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
559,27/06/2019,SINTTAV,13 EMPRESAS,78200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
559,27/06/2019,SINTTAV,13 EMPRESAS,78200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
559,27/06/2019,SINTTAV,13 EMPRESAS,78200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
559,27/06/2019,SINTTAV,13 EMPRESAS,78200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
559,27/06/2019,SINTTAV,13 EMPRESAS,78200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
559,27/06/2019,SINTTAV,13 EMPRESAS,78200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
559,27/06/2019,SINTTAV,13 EMPRESAS,78200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
559,27/06/2019,SINTTAV,13 EMPRESAS,78200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
559,27/06/2019,SINTTAV,13 EMPRESAS,78200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
559,27/06/2019,SINTTAV,13 EMPRESAS,78200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
559,27/06/2019,SINTTAV,13 EMPRESAS,78200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
560,28/06/2019,SINTTAV," SECURITAS,SERV.,TEC. SEGURANÇA,SA",80100,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
561,28/06/2019,SINTTAV,STA CASA MISERICORDIA LISBOA,88990,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
562,28/06/2019,SINTTAV,"STRONG CHARON,SOLUÇOES SEGURANÇA,SA",80100,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
563,28/06/2019,SINTTAV,SPORT TV,60200,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
564,28/06/2019,SINTTAV,"PROSEGUR - COMPANHIA DE SEGURANÇA, LDA",80100,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
565,28/06/2019,SINTTAV,PT ASS. CUIDADOS SAUDE (ACS),86220,,Privado,DAS 00:00H DE 10/07/2019 AS 01:00H DE 11/07/2019,Total + de 1 dia,,2019,6
566,27/06/2019,"SINDICATO DOS TRABALHADORES EM FUNÇÕES PÚBLICAS E SOCIAIS DO SUL E REGIÕES AUTÓNOMAS",TEC.SUP.DIAG.TERAPEUTICA,86100,,Setor Empresarial Estado,DAS 08H30 E AS 19H DE 04/07/2019,Parcial 1 dia,,2019,6
DSRPN,03-Jun-19,SNTCT,"CTT - Correios de Portugal, S.A. - Trabalhadores da CDP 3000 de Coimbra",53100,,Privado,17 a 19 de junho de 2019,Parcial + de 1 dia,,2019,6
